branch,commit
6.6,fca8a117c1c9a0f8b8feed117db34cf58134dc2c
6.6,1ed4b563100230ea68821a2b25a3d9f25388a3e6
6.6,c29fc621e1a49949a14c7fa031dd4760087bfb29
6.6,3ef79cd1412236d884ab0c46b4d1921380807b48
6.6,6d710b769c1f5f0d55c9ad9bb49b7dce009ec103
6.6,502296030ec6b0329e00f9fb15018e170cc63037
6.6,8e2f79f41a5d1b1a4a53ec524eb7609ca89f3c65
6.6,a25a7df518fc71b1ba981d691e9322e645d2689c
6.6,1647b52757d59131fe30cf73fa36fac834d4367f
6.6,cbb359d81a2695bb5e63ec9de06fcbef28518891
6.6,ad362fe07fecf0aba839ff2cc59a3617bd42c33f
6.6,7b95382f965133ef61ce44aaabc518c16eb46909
6.6,1c6d984f523f67ecfad1083bb04c55d91977bb15
6.6,4e11c29873a8a296a20f99b3e03095e65ebf897d
6.6,2217fffcd63f86776c985d42e76daa43a56abdf1
6.6,070909e56a7d65fd0b4aad6e808966b7c634befe
6.6,9a000a72af75886e5de13f4edef7f0d788622e7d
6.6,d6488fee66472b468ed88d265b14aa3f04dc3bdf
6.6,a484755ab2526ebdbe042397cdd6e427eb4b1a68
6.6,ec4ffd100ffb396eca13ebe7d18938ea80f399c3
6.6,61921bdaa132b580b6db6858e6d7dcdb870df5fe
6.6,3df95e265924ac898c1a38a0c01846dd0bd3b354
6.6,f0dd488e11e71ac095df7638d892209c629d9af2
6.6,1c5d463c0770c6fa2037511a24fb17966fd07d97
6.6,5894d0089cbc146063dcc0239a78ede0a8142efb
6.6,b3943b3c2971444364e03224cfc828c5789deada
6.6,e874a79250b39447765ac13272b67ac36ccf2a75
6.6,a63c357b9fd56ad5fe64616f5b22835252c6a76a
6.6,afc95681c3068956fed1241a1ff1612c066c75ac
6.6,715d82ba636cb3629a6e18a33bb9dbe53f9936ee
6.6,da9065caa594d19b26e1a030fd0cc27bd365d685
6.6,21528c69a0d8483f7c6345b1a0bc8d8975e9a172
6.6,7dab24554dedd4e6f408af8eb2d25c89997a6a1f
6.6,a297d07b9a1e4fb8cda25a4a2363a507d294b7c9
6.6,9320fc509b87b4d795fb37112931e2f4f8b5c55f
6.6,b1db244ffd041a49ecc9618e8feb6b5c1afcdaa7
6.6,7bed6f3d08b7af27b7015da8dc3acf2b9c1f21d7
6.6,1b151e2435fc3a9b10c8946c6aebe9f3e1938c55
6.6,6f64f866aa1ae6975c95d805ed51d7e9433a0016
6.6,bd1f6a31e7762ebc99b97f3eda5e5ea3708fa792
6.6,f8fb3f39148e8010479e4b2003ba4728818ec661
6.6,c01d515687e358b22aa8414d6dac60d7defa6eb9
6.6,e5aab848dfdf7996d20ece4d28d2733c732c5e5a
6.6,0db1d53937fafa8bb96e077375691e16902f4899
6.6,daf7795406bf307997366f694888bd317ae5b5fa
6.6,33cd6ea9c0673517cdb06ad5c915c6f22e9615fc
6.6,15e4c1f462279b4e128f27de48133e0debe9e0df
6.6,b48807788e7a2bd93044fe84cfe8ff64b85ec15e
6.6,6ff1407e24e6fdfa4a16ba9ba551e3d253a26391
6.6,0a535eddbe0dc1de4386046ab849f08aeb2f8faf
6.6,9b43ef3d52532a0175ed6654618f7db61d390d2e
6.6,c2396651309eba291c15e32db8fbe44c738b5921
6.6,9c896d6bc3dfef86659a6a1fb25ccdea5dbef6a3
6.6,77bebd186442a7d703b796784db7495129cc3e70
6.6,38d20c62903d669693a1869aa68c4dd5674e2544
6.6,92e470163d96df8db6c4fa0f484e4a229edb903d
6.6,fb3c007fde80d9d3b4207943e74c150c9116cead
6.6,b018cee7369896c7a15bfdbe88f168f3dbd8ba27
6.6,bc7863d18677df66b2c7a0e172c91296ff380f11
6.6,a03cfad512ac24a35184d7d87ec0d5489e1cb763
6.6,51f93776b84dee23e44a7be880736669a01cec2b
6.6,0c2a5f471ce58bca8f8ab5fcb911aff91eaaa5eb
6.6,7c45eaa813476bd195ac1227a64b52f9cf2e2030
6.6,74eab89b26ac433ad857292f4707b43c1a8f0209
6.6,83e571f054cd742eb9a46d46ef05193904adf53f
6.6,c73986913fa47e71e0b1ad7f039f6444915e8810
6.6,4afeced55baa391490b61ed9164867e2927353ed
6.6,21a1d02579ae75fd45555b84d20ba55632a14a19
6.6,2dd23cc4d0e6aa55cf9fb3b05f2f4165b01de81c
6.6,5962ded777d689cd8bf04454273e32228d7fb71f
6.6,9c6b789e954fae73c548f39332bcc56bdf0d4373
6.6,40c304109e866a7dc123661a5c8ca72f6b5e14e0
6.6,92f02efa1d86d7dcaef7f38a5fe3396c4e88a93c
6.6,1b8be5ecff26201bafb0a554c74e91571299fb94
6.6,128d849074d05545becf86e713715ce7676fc074
6.6,afe28cd686aeb77e8d9140d50fb1cf06a7ecb731
6.6,7059fbebcb00554c3f31e5b5d93ef6d2d96dc7b4
6.6,3c7af52c7616c3aa6dacd2336ec748d4a65df8f4
6.6,730e12fbec53ab59dd807d981a204258a4cfb29a
6.6,e9d40b215e38480fd94c66b06d79045717a59e9c
6.6,ff2b89de471da942a4d853443688113a44fd35ed
6.6,895ee5aefb7e24203de5dffae7ce9a02d78fa3d1
6.6,71fee48fb772ac4f6cfa63dbebc5629de8b4cc09
6.6,18f14afe281648e31ed35c9ad2fcb724c4838ad9
6.6,b99a212a7697c542b460adaa15d4a98abf8223f0
6.6,9a9ab0d963621d9d12199df9817e66982582d5a5
6.6,c7ec4f2d684e17d69bbdd7c4324db0ef5daac26a
6.6,0f35b0a7b8fa402adbffa2565047cdcc4c480153
6.6,bad098d76835c1379e1cf6afc935f8a7e050f83c
6.6,58f65f9db7e0de366a5a115c2e2c0703858bba69
6.6,55702ec9603ebeffb15e6f7b113623fe1d8872f4
6.6,c6d05e0762ab276102246d24affd1e116a46aa0c
6.6,3091c21d3e9322428691ce0b7a0cfa9c0b239eeb
6.6,acc657692aed438e9931438f8c923b2b107aebf9
6.6,727a92d62fd6a382b4c5972008e45667e707b0e4
6.6,e3977e0609a07d86406029fceea0fd40d7849368
6.6,c312828c37a72fe2d033a961c47c227b0767e9f8
6.6,93ec4a3b76404bce01bd5c9032bef5df6feb1d62
6.6,108ffd12be24ba1d74b3314df8db32a0a6d55ba5
6.6,29bff582b74ed0bdb7e6986482ad9e6799ea4d2f
6.6,56062d60f117dccfb5281869e0ab61e090baf864
6.6,9a574ea9069be30b835a3da772c039993c43369b
6.6,644649553508b9bacf0fc7a5bdc4f9e0165576a5
6.6,b184c8c2889ceef0a137c7d0567ef9fe3d92276e
6.6,59be5c35850171e307ca5d3d703ee9ff4096b948
6.6,d76779dd3681c01a4c6c3cae4d0627c9083e0ee6
6.6,9c1292eca243821249fa99f40175b0660d9329e3
6.6,a58371d632ebab9ea63f10893a6b6731196b6f8d
6.6,ca1ffb174f16b699c536734fc12a4162097c49f4
6.6,3bb9b1f958c3d986ed90a3ff009f1e77e9553207
6.6,bfe79f5fff1300d96203383582b078c7b0aec80a
6.6,4b56f7d47be87cde5f368b67bc7fac53a2c3e8d2
6.6,7073934f5d73f8b53308963cee36f0d389ea857c
6.6,f4a94dbb6dc0bed10a5fc63718d00f1de45b12c0
6.6,28d3d0696688154cc04983f343011d07bf0508e4
6.6,c2ab9ce0ee7225fc05f58a6671c43b8a3684f530
6.6,571c2fa26aa654946447c282a09d40a56c7ff128
6.6,3a0fa3bc245ef92838a8296e0055569b8dff94c4
6.6,35ed38d58257336c1df26b14fd5110b026e2adde
6.6,0240db231dfe5ee5b7a3a03cba96f0844b7a673d
6.6,4e3b70da64a53784683cfcbac2deda5d6e540407
6.6,95d4b471953411854f9c80b568da7fcf753f3801
6.6,9cf5ca1f485cae406968947a92bf304603999fa1
6.6,914437992876838662c968cb416f832110fb1093
6.6,cb4daf271302d71a6b9a7c01bd0b6d76febd8f0c
6.6,6992eb815d087858f8d7e4020529c2fe800456b3
6.6,192cdb1c907fd8df2d764c5bb17496e415e59391
6.6,805c74eac8cb306dc69b87b6b066ab4da77ceaf1
6.6,d8d222e09dab84a17bb65dda4b94d01c565f5327
6.6,bc03c02cc1991a066b23e69bbcc0f66e8f1f7453
6.6,d1b163aa0749706379055e40a52cf7a851abf9dc
6.6,437a310b22244d4e0b78665c3042e5d1c0f45306
6.6,ebeae8adf89d9a82359f6659b1663d09beec2faa
6.6,5913320eb0b3ec88158cfcb0fa5e996bf4ef681b
6.6,416de0246f35f43d871a57939671fe814f4455ee
6.6,f342de4e2f33e0e39165d8639387aa6c19dff660
6.6,01acb2e8666a6529697141a6017edbf206921913
6.6,6941f67ad37d5465b75b9ffc498fcf6897a3c00e
6.6,edcf9725150e42beeca42d085149f4c88fa97afd
6.6,cf4a0d840ecc72fcf16198d5e9c505ab7d5a5e4d
6.6,84c39ec57d409e803a9bb6e4e85daf1243e0e80b
6.6,ded080c86b3f99683774af0441a58fc2e3d60cae
6.6,7081929ab2572920e94d70be3d332e5c9f97095a
6.6,173431b274a9a54fc10b273b46e67f46bcf62d2e
6.6,a208b3f132b48e1f94f620024e66fea635925877
6.6,f398e70dd69e6ceea71463a5380e6118f219197e
6.6,f03e274a8b29d1d1c1bbd7f764766cb5ca537ab7
6.6,3324d0547861b16cf436d54abba7052e0c8aa9de
6.6,b18f3b60b35a8c01c9a2a0f0d6424c6d73971dc3
6.6,f546c4282673497a06ecb6190b50ae7f6c85b02f
6.6,27e1fd343f80168ff456785c2443136b6b7ca3cc
6.6,f30bbc38704e279c06d073ecb18fea376791ecab
6.6,5eef12c4e3230f2025dc46ad8c4a3bc19978e5d7
6.6,57e2a52deeb12ab84c15c6d0fb93638b5b94001b
6.6,bb124da69c47dd98d69361ec13244ece50bec63e
6.6,9f3330aa644d6d979eb064c46e85c62d4b4eac75
6.6,cafe2c21508a38cdb3ed22708842e957b2572c3e
6.6,958465e217dbf5fc6677d42d8827fb3073d86afd
6.6,ab5cfac139ab8576fb54630d4cca23c3e690ee90
6.6,58124a98cb8eda69d248d7f1de954c8b2767c945
6.6,683b96f9606ab7308ffb23c46ab43cecdef8a241
6.6,87eb0152bcc102ecbda866978f4e54db5a3be1ef
6.6,977bc146d4eb7070118d8a974919b33bb52732b4
6.6,b4d8239534fddc036abe4a0fdbf474d9894d4641
6.6,64870feebecb7130291a55caf0ce839a87405a70
6.6,2a0992829ea3864939d917a5c7b48be6629c6217
6.6,389ede06c2974b2f878a7ebff6b0f4f707f9db74
6.6,2793a8b015f7f1caadb9bce9c63dc659f7522676
6.6,4c97259abc9bc8df7712f76f58ce385581876857
6.6,3c4e420cb6536026ddd50eaaff5f30e4f144200d
6.6,6fb8c20a04be234cf1cfd4bdd8cfb8860c9d2d3b
6.6,07c30ea5861fb26a77dade8cdc787252f6122fb1
6.6,ac3f3b0a55518056bc80ed32a41931c99e1f7d81
6.6,a2ccf46333d7b2cf9658f0d82ac74097c1542fae
6.6,d5078509c8b06c5c472a60232815e41af81c6446
6.6,ed647256e8f226241ecff7baaecdb8632ffc7ec1
6.6,8a1060ce974919f2a79807527ad82ac39336eda2
6.6,dbf4ab821804df071c8b566d9813083125e6d97b
6.6,4409df5866b7ff7686ba27e449ca97a92ee063c9
6.6,41a308cbedb2a68a6831f0f2e992e296c4b8aff0
6.6,f6959c5217bd799bcb770b95d3c09b3244e175c6
6.6,6bcab3c8acc88e265c570dea969fd04f137c8a4c
6.6,3837a0379533aabb9e4483677077479f7c6aa910
6.6,22e111ed6c83dcde3037fc81176012721bc34c0b
6.6,5ec8e8ea8b7783fab150cf86404fc38cb4db8800
6.6,f67f8d4a8c1e1ebc85a6cbdb9a7266f14863461c
6.6,00bcfcd47a52f50f07a2e88d730d7931384cb073
6.6,7bb943806ff61e83ae4cceef8906b7fe52453e8a
6.6,1e022216dcd248326a5bb95609d12a6815bca4e2
6.6,7ea6ec4c25294e8bc8788148ef854df92ee8dc5e
6.6,cacea81390fd8c8c85404e5eb2adeb83d87a912e
6.6,cef9ecc8e938dd48a560f7dd9be1246359248d20
6.6,120931db07b49252aba2073096b595482d71857c
6.6,af838635a3eb9b1bc0d98599c101ebca98f31311
6.6,1311a8f0d4b23f58bbababa13623aa40b8ad4e0c
6.6,3d762e21d56370a43478b55e604b4a83dd85aafc
6.6,832dd634bd1b4e3bbe9f10b9c9ba5db6f6f2b97f
6.6,dc7eb8755797ed41a0d1b5c0c39df3c8f401b3d9
6.6,f827bcdafa2a2ac21c91e47f587e8d0c76195409
6.6,546b7cde9b1dd36089649101b75266564600ffe5
6.6,5f449e245e5b0d9d63eef6c8968fbdc3a8594407
6.6,97b7ac69be2e5a683e898f5267f659fde52efdd5
6.6,206c857dd17d4d026de85866f1b5f0969f2a109e
6.6,38e1857933def4b3fafc28cc34ff3bbc84cad2c3
6.6,b33cb0cbe2893b96ecbfa16254407153f4b55d16
6.6,84a6be7db9050dd2601c9870f65eab9a665d2d5d
6.6,4d0c8d0aef6355660b6775d57ccd5d4ea2e15802
6.6,608ca5a60ee47b48fec210aeb7a795a64eb5dcee
6.6,5889d6ede53bc17252f79c142387e007224aa554
6.6,3231dd5862779c2e15633c96133a53205ad660ce
6.6,e9cdebbe23f1aa9a1caea169862f479ab3fa2773
6.6,f1bb47a31dff6d4b34fb14e99850860ee74bb003
6.6,710dd03464e4ab5b3d329768388b165d61958577
6.6,047b2edc35b8db22354b4fba37818b548fc18896
6.6,c42d12ea105f67b0f137f1e52d5c59d13fe12b1f
6.6,0afa885d42d05d30161ab8eab1ebacd993edb82b
6.6,687d402bb350b392fa330e9d9d1b917777ee9ed1
6.6,cc4e1da491b84ca05339a19893884cda78f74aef
6.6,134de5e831775e8b178db9b131c1d3769a766982
6.6,971f5d8b0618d09db75184ddd8cca0767514db5d
6.6,204f9ed4bad6293933179517624143b8f412347c
6.6,de95f139394a5ed82270f005bc441d2e7c1e51b7
6.6,cc1ec484f2d0f464ad11b56fe3de2589c23f73ec
6.6,c34199d967a946e55381404fa949382691737521
6.6,0dc0f6da3d43da8d2297105663e51ecb01b6f790
6.6,54524b6987d1fffe64cbf3dded1b2fa6b903edf9
6.6,de3b3de30999106549da4df88a7963d0ac02b91e
6.6,84ad9ac8d9ca29033d589e79a991866b38e23b85
6.6,9b956999bf725fd62613f719c3178fdbee6e5f47
6.6,4bbda9421f316efdaef5dbf642e24925ef7de130
6.6,7c45b6ddbcff01f9934d11802010cfeb0879e693
6.6,44de8996ed5a10f08f2fe947182da6535edcfae5
6.6,fc5a80a432607d05e85bba37971712405f75c546
6.6,2da4f4a7b003441b80f0f12d8a216590f652a40f
6.6,cc25bd06c16aa582596a058d375b2e3133f79b93
6.6,84228d5e29dbc7a6be51e221000e1d122125826c
6.6,d0ec3c4c11c3b30e1f2d344973b2a7bf0f986734
6.6,663affdb12b3e26c77d103327cf27de720c8117e
6.6,b76bbf835d8945080b22b52fc1e6f41cde06865d
6.6,6472036581f947109b20664121db1d143e916f0b
6.6,735ae74f73e55c191d48689bd11ff4a06ea0508f
6.6,b89b6a863dd53bc70d8e52d50f9cfaef8ef5e9c9
6.6,01bd694ac2f682fb8017e16148b928482bc8fa4b
6.6,eff9704f5332a13b08fbdbe0f84059c9e7051d5f
6.6,e1a9ae45736989c972a8d1c151bc390678ae6205
6.6,78fbb92af27d0982634116c7a31065f24d092826
6.6,b9bd10c43456d16abd97b717446f51afb3b88411
6.6,f009cfa466558b7dfe97f167ba1875d6f9ea4c07
6.6,f848cba767e59f8d5c54984b1d45451aae040d50
6.6,774d10196e648e2c0b78da817f631edfb3dfa557
6.6,16fb78cbf56e42b8efb2682a4444ab59e32e7959
6.6,850fb7fa8c684a4c6bf0e4b6978f4ddcc5d43d11
6.6,dfe66d012af2ddfa566cf9c860b8472b412fb7e4
6.6,a5ec3a21220da06bdda2e686012ca64fdb6c513d
6.6,fc0c64154e5ddeb6f63c954735bd646ce5b8d9a4
6.6,47a78052db51b16e8045524fbf33373b58f1323b
6.6,7b0454cfd8edb3509619407c3b9f78a6d0dee1a5
6.6,e242e9c144050ed120cf666642ba96b7c4462a4c
6.6,d5362c37e1f8a40096452fc201c30e705750e687
6.6,efa5fe19c0a9199f49e36e1f5242ed5c88da617d
6.6,c4fb7d2eac9ff9bfc35a2e4d40c7169a332416e0
6.6,828f6df1bcba7f64729166efc7086ea657070445
6.6,a62c4597953fe54c6af04166a5e2872efd0e1490
6.6,7c9414c870c027737d0f2ed7b0ed10f26edb1c61
6.6,bbcd80f53a5e8c27c2511f539fec8c373f500cf4
6.6,a7d84a2e7663bbe12394cc771107e04668ea313a
6.6,08e23d05fa6dc4fc13da0ccf09defdd4bbc92ff4
6.6,7b2d039da622daa9ba259ac6f38701d542b237c3
6.6,d07f951903fa9922c375b8ab1ce81b18a0034e3b
6.6,78aafb3884f6bc6636efcc1760c891c8500b9922
6.6,71cd7e80cfde548959952eac7063aeaea1f2e1c6
6.6,27016f75f5ed47e2d8e0ca75a8ff1f40bc1a5e27
6.6,3c12466b6b7bf1e56f9b32c366a3d83d87afb4de
6.6,ba3c5574203034781ac4231acf117da917efcd2a
6.6,2b0122aaa800b021e36027d7f29e206f87c761d6
6.6,7269c250db1b89cda72ca419b7bd5e37997309d6
6.6,7b21ed7d119dc06b0ed2ba3e406a02cafe3a8d03
6.6,7839d0078e0d5e6cc2fa0b0dfbee71de74f1e557
6.6,7d4b5d7a37bdd63a5a3371b988744b060d5bb86f
6.6,6aa09a5bccd8e224d917afdb4c278fc66aacde4d
6.6,7c784d624819acbeefb0018bac89e632467cca5a
6.6,482b718a84f08b6fc84879c3e90cc57dba11c115
6.6,b53cc6144a3f6c8b56afcdec89d81195c9b0dc69
6.6,46188db080bd1df7d2d28031b89e56f2fdbabd67
6.6,4d0e8bdfa4a57099dc7230952a460903f2e2f8de
6.6,c481016bb4f8a9c059c39ac06e7b65e233a61f6a
6.6,486058f42a4728053ae69ebbf78e9731d8ce6f8b
6.6,56925f389e152dcb8d093435d43b78a310539c23
6.6,5056c596c3d1848021a4eaa76ee42f4c05c50346
6.6,6ab502bc1cf3147ea1d8540d04b83a7a4cb6d1f1
6.6,f6564fce256a3944aa1bc76cb3c40e792d97c1eb
6.6,7b1a09e44dc64f4f5930659b6d14a27183c00705
6.6,867046cc7027703f60a46339ffde91a1970f2901
6.6,4ead534fba42fc4fd41163297528d2aa731cd121
6.6,f4b84b2ff851f01d0fac619eadef47eb41648534
6.6,d03eba99f5bf7cbc6e2fdde3b6fa36954ad58e09
6.6,80fcac55385ccb710d33a20dc1caaef29bd5a921
6.6,f6e9d38f8eb00ac8b52e6d15f6aa9bcecacb081b
6.6,5e57418a2031cd5e1863efdf3d7447a16a368172
6.6,86a0adc029d338f0da8989e7bb453c1114d51960
6.6,60c0c230c6f046da536d3df8b39a20b9a9fd6af0
6.6,1ce2654d87e2fb91fea83b288bd9b2641045e42a
6.6,668abe6dc7b61941fa5c724c06797efb0b87f070
6.6,1692b9775e745f84b69dc8ad0075b0855a43db4e
6.6,72bd80252feeb3bef8724230ee15d9f7ab541c6e
6.6,31e97d7c9ae3de072d7b424b2cf706a03ec10720
6.6,c3ab23a10771bbe06300e5374efa809789c65455
6.6,683cd8259a9b883a51973511f860976db2550a6e
6.6,a60e6c3918d20848906ffcdfcf72ca6a8cfbcf2e
6.6,dad6a09f3148257ac1773cd90934d721d68ab595
6.6,de4b5b28c87ccae4da268a53c5df135437f5cfde
6.6,7c4650ded49e5b88929ecbbb631efb8b0838e811
6.6,5372c65e1311a16351ef03dd096ff576e6477674
6.6,520b391e3e813c1dd142d1eebb3ccfa6d08c3995
6.6,817349b6d26aadd8b38283a05ce0bab106b4c765
6.6,8eed4e00a370b37b4e5985ed983dccedd555ea9d
6.6,b717dfbf73e842d15174699fe2c6ee4fdde8aa1f
6.6,12b17b4eb82a41977eb848048137b5908d52845c
6.6,b4a1f4eaf1d798066affc6ad040f76eb1a16e1c9
6.6,129690fb229a20b6e563a77a2c85266acecf20bc
6.6,7822baa844a87cbb93308c1032c3d47d4079bb8a
6.6,a969210066054ea109d8b7aff29a9b1c98776841
6.6,d915a6850e27efb383cd4400caadfe47792623df
6.6,9c04138414c00ae61421f36ada002712c4bac94a
6.6,c421df0b19430417a04f68919fc3d1943d20ac04
6.6,9c235dfc3d3f901fe22acb20f2ab37ff39f2ce02
6.6,ed17f7da5f0c8b65b7b5f7c98beb0aadbc0546ee
6.6,038ca189c0d2c1570b4d922f25b524007c85cf94
6.6,a2e4388adfa44684c7c428a5a5980efe0d75e13e
6.6,f63a5b3769ad7659da4c0420751d78958ab97675
6.6,471de20303dda0b67981e06d59cc6c4a83fd2a3c
6.6,55f669f34184ecb25b8353f29c7f6f1ae5b313d1
6.6,f8f9d952e42dd49ae534f61f2fa7ca0876cb9848
6.6,2a5db859c6825b5d50377dda9c3cc729c20cad43
6.6,14a537983b228cb050ceca3a5b743d01315dc4aa
6.6,35dc55b9e80cb9ec4bcb969302000b002b2ed850
6.6,2b99e410b28f5a75ae417e6389e767c7745d6fce
6.6,f6a2dae2a1f52ea23f649c02615d073beba4cc35
6.6,ddd98076d5c075c8a6c49d9e6e8ee12844137f23
6.6,c2988eb5cff75c02bc57e02c323154aa08f55b78
6.6,b73494fa9a304ab95b59f07845e8d7d36e4d23e0
6.6,6c664484337b37fa0cf6e958f4019623e30d40f7
6.6,9488062805943c2d63350d3ef9e4dc093799789a
6.6,e08ff622c91af997cb89bc47e90a1a383e938bd0
6.6,a53d8cdd5a0aec75ae32badc2d8995c59ea6e3f0
6.6,c61bcc278b1924da13fd52edbd46b08a518c11ef
6.6,ae6df65dabc3f8bd89663d96203963323e266d90
6.6,828176d037e29f813792a8b3ac1591834240e96f
6.6,5264a2f4bb3baf712e19f1f053caaa8d7d3afa2e
6.6,5ddd8baa4857709b4e5d84b376d735152851955b
6.6,04c3024560d3a14acd18d0a51a1d0a89d29b7eb5
6.6,bd504bcfec41a503b32054da5472904b404341a4
6.6,5bc09b397cbf1221f8a8aacb1152650c9195b02b
6.6,8f1e0d791b5281f3a38620bc7c57763dc551be15
