id,commit_hash,reviewer,is_bug_fixing_commit,is_obvious_bug,is_safety_related,type_of_safety_related,comment,link_visited
43,ac46d93235074a6c5d280d35771c23fd8620e7d9,David,true,true,true,unknown,Fixing a bug when about MPC that hang the system.,true
44,da123016ca8cb5697366c0b2dd55059b976e67e4,David,true,true,true,Timing and execution,Fixing a bug about lockups and hangs of the system (time and execution safety related).,true
45,d01ffb9eee4af165d83b08dd73ebdf9fe94a519b,David,true,unknown,true,Timing and execution,They talk about a bug fixed; this bg was related to concurrency; so it is related to time and execution as they are talking about locks as well.,true
46,5352859b3bfa0ca188b2f1d2c1436fddc781e3b6,David,true,true,true,Exchange of Information,Bug fixing about exchanging information.,true
47,80110bbfbba6f0078d5a1cbc8df004506db8ffe5,David,true,unknown,unknown,none,Fixing a but; but I'm not sure about the type,true
48,fbe7e520036583a783b13ff9744e35c2a329d9a4,David,false,none,none,none,Looks like a feature.,true
49,6a4d333d540041d244b2fca29b8417bfde20af81,David,true,unknown,unknown,none,It is fixing a bug realted to the type of an offset; but I'm not sure about the type.,true
50,0d7c1153d9291197c1dc473cfaade77acb874b4b,David,false,none,none,none,Removing a false-positive warning.,false
51,439cf34c8e0a8a33d8c15a31be1b7423426bc765,David,true,unknown,true,Memory,Fixing a bug realted to pointers.,true
52,5c23b3f965bc9ee696bf2ed4bdc54d339dd9a455,David,true,true,true,Timing and execution,Fixing a bug related to the clock sequence; causing a reset on the board.,true
53,10af115646171afc0217177d6eae92917b785897,David,true,unknown,unknown,none,It is fixing a bug; but I'm not sure about the type.,true
54,b1e8206582f9d680cff7d04828708c8b6ab32957,David,true,true,true,Timing and execution,It fixes a syscall bug.,true
55,1278d17a1fb860e7eab4bc3ff4b026a87cbf5105,David,true,unknown,unknown,none,It clearly fixes a bug; but not sure about the type.,true
56,d920eaa4c4559f59be7b4c2d26fa0a2e1aaa3da9,David,true,false,false,none,Fixes a bug; for me is not a safety bug and is not obvious either.,true
57,9bdeaca18bf61d55029277bb35f72c2002c88c4d,David,true,true,unknown,none,It fixes two bugs in a build process; not sure if its related to safety.,true
58,25875aa71dfefd1959f07e626c4d285b88b27ac2,David,false,none,none,none,It seems they are adding information features.,true
59,cc71d37fd1f11e0495b1cf580909ebea37eaa886,David,true,unknown,true,Memory,They talk about attributes that are being leaked; so it refers to memory leaking.,true
60,c51abd96837f600d8fd940b6ab8e2da578575504,David,true,true,true,Exchange of Information,It seems a safety bug related to keyctl (a command for working with keys from userspace); so for me is an exchange of information bug.,true
61,16860a209cf1ad20a3b454b1c56d64c9ea9532ac,David,false,none,none,none,Refactoring.,false
62,f2c281204b47309534f26dc63cee2a130c2b497b,David,false,none,none,none,Feature adding a warning,false
63,4fecb1e93e4914fc0bc1fb467ca79741f9f94abb,David,true,true,false,none,Bug fixed related to an specific device.,true
64,b1bbd3a57b94889cd17147f5594db7f0652275ef,David,false,none,none,none,Doc change,false
65,95e6060c20a7f5db60163274c5222a725ac118f9,David,false,none,none,none,Refactoring code (in this case only remove).,false
66,78e3437450be5236c4949e377c9b848bbcd4fcb0,David,true,unknown,unknown,none,It seems a bug fixing related to a case specific; but not enough information to be sure.,true
67,dc8e2021da71f6b2d5971f98ee3e528cf30c409c,David,false,none,none,none,Refactor code; moving it to a different place.,false
68,86c2457a8e8112f16af8fd10a3e1dd7a302c3c3e,David,true,unknown,unknown,none,The message explains that it fixes bug.,true
69,67b56134ce03e0defe67a7d01f88119b49dc4392,David,false,none,none,none,I would say that is not a bug-fixing commit because it says "cleanups" in the message; but not totally sure because there are many changes in the commit.,true
70,7c68c2c761d157203b64ebbb61dd7b5b6c32df61,David,false,none,none,none,Refactoring.,false
71,f86380b797834bed6cd55c6c1f49a590356ec828,David,false,none,none,none,Doc change.,false
72,ba1d263af1c034baf479bca14d6f715b713214b1,David,false,none,none,none,It is a feature.,true
73,1847e3046c528bd85bd51e2860f4139bd9052d6c,David,false,none,none,none,Looks like a feature.,true
74,8126b1c73108bc691f5643df19071a59a69d0bc6,David,true,unknown,unknown,none,It is a bug fix; but I'm not sure about the type.,true
75,cc5095747edfb054ca2068d01af20be3fcc3634f,David,true,unknown,false,none,It is a bug; but related to some info messagese.,true
76,5641ace54471cb5c393e71f33232088602455c6b,David,false,none,none,none,Add more info to logs.,true
77,61cc4534b6550997c97a03759ab46b29d44c0017,David,true,false,true,Memory,They prevent potentital issues; related to memory access; so safety.,true
78,da0efe30944476275c902c52fbac812db0541d87,David,false,none,none,none,Refactoring code; following message.,true
79,7ea0d2d79da09d1f7d71c96a9c9bc1b5229360b5,David,true,true,unknown,none,This commit is about fixing a problem with memory blocks register into group list; I don't know if it that important to consider it safety; but is related to memory.,true
80,b51aa532e105722d0dfb21718f0b32780c9e8e8d,David,false,none,none,none,It is a "feature" changing the return type of a function.,true
81,da15b409ef4c56e9741deddb91798370802d1d02,David,false,none,none,none,Feature of an specific device.,false
82,f17bc788f7b97c36b8f3fbef14555a2a16ee3f69,David,false,none,none,none,Not a bug; more like a performance feature.,true
83,bb682f7a91af08f1fdb669d3911978d7166a65d1,David,false,none,none,none,Adding a feature.,true
84,feb00b736af64875560f371fe7f58b0b7f239046,David,false,none,none,none,For me; it is a refactor or a feature.,true
85,2acfab7101140e93928a61ca48d7e442aa538dd7,David,false,none,none,none,Refactoring.,false
86,d5dd781bcc81aa31b62310927f25cfa2574450f1,David,true,true,unknown,none,I don't know if this bug fix about not returning negative codes could affect safety.,true
87,de24d97fb845ffd2229811ee256438e42b5a8d12,David,false,none,none,none,Adding more devices,false
88,455c5653f50e10b4f460ef24e99f0044fbe3401c,David,true,true,true,Timing and execution,This commit fixes a deadlock bug.,true
89,442c7128219b1769af5685c5453b13711f6b84e2,David,false,none,none,none,Exposing functions; a "feature".,false
90,ad1c2f39fda0acb51b5a93604c5e1a703b849a7d,David,false,none,none,none,Refactor or feature; changing a method; but similar result.,true
91,b50113cbdd1340c31e85e4cfc5f5e81ce9cbb2aa,David,false,none,none,none,Adding features,false
92,a15e367b02543f96ae845baf7be4526080437305,David,false,none,none,none,Adding more info.,true
93,c65d68e7e95a39da31d64d67d5bea6550b91fb43,David,false,none,none,none,Adding more info.,false
94,ea90330fa329e4bee009223a1d5a7d9bcc364df2,David,true,unknown,unknown,none,Looks like a fix; but not sure about the type.,true
95,ebbb07b8d349fc2eccb67780850d2d1bbfc918d6,David,false,none,none,none,Adding a feature.,true
96,363e52998c839ce77d7d5dd6f3e575bb68449afd,David,false,none,none,none,Support for an specific device.,true
97,6f50ebf280be67c7eacd229080b82496e1077ff0,David,true,true,unknown,none,It is a fix; but not sure about the type.,true
98,eb893e34309ce2153003f3f2a13cdbfdea939e00,David,false,none,none,none,Support for an specific device.,true
99,a3a59919ab662682a2cb77b25b0f7b9e6c78737e,David,false,none,none,none,It is a feature of adding a new clock.,true
100,226231544f937e3bbb05b73c10556f17172f1a4d,David,true,true,true,Memory,It is a bug fixing commit about a pointer that was not pointing to the right clock.,true
101,51911d1c1bb3e30b57e3af1072a3b6e583f3df5f,David,false,none,none,none,Doc change.,false
102,18c91bb2d87268d23868bf13508f5bc9cf04e89a,David,true,false,false,none,They are preventing future bugs/issues.,true
103,e45cce30eade14cdc1a98a9c1cd51f3294e3597b,David,false,none,none,none,A feature; in my opinion.,true
104,c4816a1b7fed3c000b37ad6516f65aad8bc5fba6,David,false,none,none,none,Testing feature.,true
105,f1d98f346ee34ef41369ace9f91fc4f46a3e30cb,David,false,none,none,none,Exposing functions.,true
106,ab14f1802cfb2d7ca120bbf48e3ba6712314ffc3,David,false,none,none,none,For me; it is a performance feature.,true
107,3265f421887847db9ae2c01a00645e33608556d8,David,false,none,none,none,Adding some support.,false
108,3268ee8f5bc4b450cdbe4a29a8b039ca6531048c,David,false,none,none,none,There are many information points in the merge message; most of them are features; I cannot see a potential bug fix here.,true
109,88590b369354092183bcba04e2368010c462557f,David,false,none,none,none,Comments on lines.,true
110,920a9fa27e7805499cfe78491b36fed2322c02ec,David,false,none,none,none,Adding a feature about an error handling; it is not a bug fixing commit.,true
111,e66d117222047ea90f92e065f929bc0e0eec3647,David,false,none,none,none,Feautre.,true
112,e2f736b753ecb70174f862aa040184e85c158255,David,false,none,none,none,Perfomance feature.,true
113,038fcdaf0470de89619bc4cc199e329391e6566c,David,true,true,false,none,It is not a safety bug because it adds a warning; but it is still a bug.,true
114,50fc9786b25cf0a39f22a599b05b29a32b76034d,David,false,none,none,none,After reading all the message I can consider it as a feature. But there are many changes in the code.,true
115,da7af0aa20f8ad89f09d50d262e44cd5eafab816,David,true,true,unknown,none,It is a bug fixing commit; but I'm not sure about the type.,true
116,c1ea345deda86cd5a1e19ca84ec3c75c3db2bc59,David,false,none,none,none,In my opinion; is a refactoring.,true
117,bf08d58543415f5e31a0e7a6401abcdd76826847,David,false,none,none,none,Performance feature.,true
118,1b8c924a05934d2e758ec7da7bd217ef8ebd80ce,David,true,unknown,true,Memory,Memory bug that is fixed in this commit.,true
119,12b1b997c0e5604f1a5c081f51ff67f4c814b7dd,David,true,true,true,Timing and execution,It is fixing commit of a driver that hangs in an specific situation.,true
120,b9e8b58fd2cb30cb6e01d72c7d32286810a9bca9,David,false,none,none,none,Adding a feature.,true
121,2d1d548ec14478fc9705d8e1e5a8fe35933e54f0,David,false,none,none,none,Addressing a driver as non-legacy.,true
122,a3662007a12edde4d3291fc60c42e6b5d01ced5e,David,false,none,none,none,Adding a feature.,false
123,c3cde44f3c6e44ce42368066dede0bc3c9b1952a,David,false,none,none,none,Adding a feature for better reading.,false
124,589a07b8eb49e5293c42cb40100eb9ee02731faf,David,false,none,none,none,Adding a feature.,false
125,0eb4e7ee1655b7ffd3204a35d77b809d42613cb9,David,false,none,none,none,Adding a feature.,true
126,2c9ec169f70bb13f71cf91cf018680e6e4fc8ce6,David,false,none,none,none,Refactor or a feature.,true
127,3e18bcb778e636045e091ddc09c2b69594bc844c,David,false,none,none,none,After reading the mesage; I can conclude that the commit is not fixing a bug; it is refactoring and adding support (feature).,true
128,5dca295dd76756c7918ad7113fc4a3cf8262ed43,David,false,none,none,none,This is a feature.,false
129,176989b412b6429dd60091174a6fee9344d71706,David,false,none,none,none,Feature added.,false
130,86371b735f5821503b83360d72b6bdb044551779,David,false,none,none,none,Refactoring.,false
