hash,annotator,understand,purpose,bfc,bpc,prc,nfc,specification,asc,obvious,safety,timing,memory,info,safety_exp,time,see_commit_clicked,lore_clicked,lore_founded,is_merge_commit,is_part_patchset,lore_found
1f2cfdd349,Abhishek,4,Removes the incorrect __user attribute from the buffer argument to resolve warnings .,4,0,0,0,0,0,4.0,0.0,,,,,8.04953122138977,False,True,,False,True,
edb854a368,Abhishek,4,Fixes an issue where the initial allocation for the budget map might not align with the actual hardware requirements.,4,0,0,0,0,0,4.0,4.0,0.0,4.0,0.0,"The issue directly involves the allocation of memory resources that do not align with the actual needs, potentially leading to unnecessary memory consumption.",13.8368182182312,False,True,,False,True,
bd2db32e7c,Abhishek,4,This commit fixes a critical use-after-free bug.,4,0,0,0,0,0,4.0,4.0,0.0,4.0,0.0,The use-after-free issue directly involves improper management of memory.,138.65440201759338,False,True,,False,True,True
71702c495b,Abhishek,4,Fixes a bug where the HDMI driver incorrectly attempted to manipulate SCDC settings on unsupported Raspberry Pi models.,4,0,0,0,0,0,4.0,0.0,,,,,20.282963037490845,False,True,,False,False,
e6b0337513,Abhishek,4,Addresses a boot loop issue on the odroid device.,4,0,0,0,0,0,4.0,0.0,,,,,469.37049198150635,False,True,,False,True,True
ffc58bc4af,Abhishek,4,Code refactoring,0,0,4,0,0,0,,,,,,,79.93866491317749,False,True,,False,False,True
5bfa685e62,Abhishek,4,Resolves an issue where the virtual GIC did not accurately report the pending state of hardware interrupts.,4,0,0,0,0,0,4.0,2.0,0.0,0.0,0.0,I am not sure whether it is safety or not. ,311.5179741382599,False,True,,False,False,False
837cf45df1,Abhishek,4,Fixes a race condition.,4,0,0,0,0,0,4.0,4.0,4.0,0.0,0.0,The issue directly involves the timing and order of execution concerning network option processing and locking mechanisms.,233.98701310157776,False,True,,False,True,True
3a55f72924,Abhishek,4,Fixes a critical issue where the interaction between tsc_always_catchup mode and KVM_HC_CLOCK_PAIRING could lead to an infinite loop.,4,0,0,0,0,0,4.0,4.0,4.0,0.0,0.0,Infinite loop comes under timing and execution.,298.6491320133209,False,True,,False,True,True
e2b993302f,Abhishek,4,Fix issue related to unnecessary checks during framebuffer initialization.,4,0,0,0,0,0,4.0,0.0,,,,,351.69632625579834,False,True,,False,True,True
7d547dcf97,Abhishek,4,Add Roman Gushchin as a co-maintainer,0,0,0,0,0,0,,,,,,,189.3863210678101,False,True,,False,True,True
302e9edd54,Abhishek,4,Fixes a user experience and functionality bug where triggers did not behave as expected within specific instances.,4,0,0,0,0,0,4.0,0.0,,,,,166.36424088478088,False,True,,False,True,True
316f710172,Abhishek,4,Resolves a memory management issue.,4,0,0,0,0,0,4.0,4.0,0.0,4.0,0.0,"The issue directly involves the management of dynamically allocated memory, ensuring it is freed properly to avoid leaks.",110.75460505485536,False,True,,False,True,True
6c1f41afc1,Abhishek,4,Fixes issue related to improper network routing or interface handling.,4,0,0,0,0,0,2.0,0.0,,,,,930.7455501556396,False,False,,False,False,False
e3d5ea2c01,Abhishek,4,Fixes infinite loop issue. ,4,0,0,0,0,0,4.0,4.0,,,,Infinite loop comes under timing and execution.,145.04984617233276,False,True,,False,True,True
a3d3280378,Abhishek,4,Fixes a specific boot-time crash caused by an uninitialized pointer dereference.,4,0,0,0,0,0,4.0,4.0,2.0,4.0,0.0, Bug directly involves memory initialization and management.,314.2075481414795,False,True,,False,True,True
32f1b53fe8,Abhishek,4,Related to locks.,4,3,0,0,0,0,4.0,4.0,4.0,,0.0,The issue directly involves the execution flow of the test tool,95.24908399581908,False,True,,False,True,True
fe23b6bbea,Abhishek,4,FIxes improper error handling and potential NULL pointer dereference.,4,3,0,0,0,0,4.0,4.0,0.0,4.0,0.0, Improper error handling and potential NULL pointer dereference could lead unsafe conditions.,142.0189929008484,False,False,,False,False,False
0966d38583,Abhishek,4,Fixes an issue with the calculation of jump ranges.,4,0,0,0,0,0,4.0,4.0,4.0,0.0,0.0,"The bug directly affects the execution flow of the program by potentially causing incorrect jumps, which is a timing and execution issue.",201.9514331817627,False,True,,False,True,True
16b1941eac,Abhishek,4,Fixes a race condition. ,4,0,0,0,0,0,4.0,4.0,4.0,0.0,0.0,The issue involves the timing between checking and using a driver pointer.,692.6484072208405,True,True,,False,True,True
d082a0255f,Abhishek,4,It adds a new feature.,0,0,0,4,4,0,,,0.0,0.0,0.0,,128.11024689674375,False,True,,False,True,True
507f788d05,Abhishek,4,update to an existing function.,0,0,0,4,4,0,,,0.0,0.0,0.0,,160.5538558959961,False,True,,False,True,True
0a3a4b9d2b,Abhishek,4,Increases the size of the array.,4,0,0,0,0,0,0.0,4.0,4.0,0.0,0.0,This commit indirectly addresses issues that could affect the timing and execution reliability by ensuring that mct_tick values are handled correctly for all CPUs.,162.7128868103027,False,True,,False,True,True
d6c47d21a0,Abhishek,4,Add support for the new SOC.,0,4,4,4,0,0,,,,,,,228.8460259437561,False,True,,False,True,True
43caf1a682,Abhishek,4,Improves the maintainability and clarity of kernel documentation,0,0,4,0,0,0,,,,,,,385.1228039264679,False,True,,False,True,True
bad0eb76dc,Abhishek,4,Refactoring,0,0,4,0,0,0,,,,,,,26.576327800750732,False,True,,False,True,True
03eb65224e,Abhishek,4,Improving the code and documentation.,0,0,4,0,0,0,,,,,,,56.50474810600281,False,True,,False,True,True
b1bbd3a57b,Abhishek,4,Documentation update.,0,0,4,0,0,0,,,,,,,44.7523992061615,False,True,,False,False,True
c95aa2bab9,Abhishek,4,Addresses and resolves configuration errors and build issues that were occurring due to missing dependencies.,4,0,0,0,0,0,4.0,0.0,,,,,92.2424612045288,False,True,,False,False,False
f3c2682bad,Abhishek,4,Improves the functionality of the kernel by adding a new notifier.,0,0,4,4,0,0,,,,,,,116.20554900169373,False,True,,False,True,True
1038fd78a1,Abhishek,4,Introduces the infrastructure required to support  KPP template instances.,0,4,4,4,0,0,,,0.0,0.0,0.0,,270.27366304397583,False,True,,False,True,True
7a70d9a1cf,Abhishek,4,It resolves an issue where the driver would inappropriately load on non-Xilinx platforms,4,4,4,4,0,0,4.0,0.0,,,,,426.3852701187134,False,True,,False,False,True
c90b6b50b4,Abhishek,4,Code cleaning,0,0,4,0,0,0,,,,,,,244.55078291893005,False,True,,False,True,True
03a6b195e8,Abhishek,3,Enhances the efficiency of the RAID5 module.,2,4,0,0,0,0,0.0,0.0,,,,,166.83293914794922,False,True,,False,True,True
e52432e164,Abhishek,4,Addresses a compiler warning.,3,4,0,0,0,0,0.0,4.0,0.0,4.0,0.0,The commit specifically addresses issues related to memory handling that could lead to buffer overflow errors.,149.95157504081726,False,True,,False,True,True
70868c6b8f,Abhishek,4,Documentation update,0,0,4,0,0,0,,,,,,,64.0586519241333,False,True,,False,False,True
9ad1230533,Abhishek,4,Improves the functionality,0,0,4,0,0,0,,,,,,,441.6815321445465,False,True,,False,True,True
7b45b51e77,Abhishek,4,Enhances the architecture of the workqueue system.,0,0,4,4,0,0,,,,,,,10.959726095199583,False,True,,False,True,True
854d8e3616,Abhishek,4,code cleanup.,0,0,4,0,0,0,,,,,,,61.21935486793518,False,True,,False,True,True
2a791f4412,Abhishek,4,Removes redundant prefetch operations,0,0,4,0,0,0,,,,,,,195.41661310195923,False,True,,False,True,True
046545a661,Abhishek,4,Fixes bug related to memory error.,4,0,0,0,0,0,4.0,4.0,0.0,4.0,0.0,The issue directly involves memory management errors and their handling.,95.88494110107422,False,True,,False,True,True
c951cd3b89,Abhishek,4,Update in the interface of the DAMON tool.,0,0,4,4,0,0,,,,,,,110.17693328857422,False,True,,False,True,True
0b046e12ae,Abhishek,4, Optimizes the function by removing unnecessary checks,0,0,4,0,0,0,,,,,,,59.50668406486511,False,True,,False,True,True
2e7e80f7e7,Abhishek,4,Refines the function.,0,0,4,0,0,0,,,,,,,53.38140416145325,False,True,,False,True,True
30d024b505,Abhishek,4,It fixes a specific issue related to compiler warnings caused by the missing forward declaration.,4,0,0,0,0,0,4.0,0.0,,,,,61.63043403625488,False,True,,False,False,True
09e7af76db,Abhishek,4,It addresses a specific issue where the failure of the clock enable operation was not being handled.,4,0,0,0,0,0,4.0,4.0,4.0,0.0,0.0,It might relate to clock enable operations.,118.87908124923706,False,True,,False,True,True
fc5004e5d4,Abhishek,4,This commit improves the code quality,0,0,4,0,0,0,0.0,4.0,0.0,0.0,0.0,"By adjusting how memory is allocated for the range array ), the commit indirectly addresses memory management efficiency.",24.93001675605774,False,True,,False,False,
8db41f733d,Abhishek,4,It enhances the modularity of the vcodec decoder module,0,0,4,0,0,0,,,,,,,57.94785404205322,False,True,,False,True,True
f3116f2e52,Abhishek,4,Improves the representation of the tree structure.,0,3,4,0,0,0,,,0.0,0.0,0.0,,322.4855809211731,False,True,,False,False,False
dca4f5fdbc,Abhishek,4,"Improves the code quality by using a more reliable, built-in helper function.",3,0,4,0,0,0,0.0,4.0,0.0,4.0,0.0, improvement in memory allocation practices,173.53793692588806,False,True,,False,False,True
97558d170a,Abhishek,4,Fixes  out-of-bounds memory access .,4,0,0,0,0,0,4.0,4.0,0.0,4.0,0.0,"The bug involves improper memory access, specifically accessing an array out of its bounds.",94.15054297447205,False,False,,False,False,False
d184cc910e,Abhishek,4,Code cleaning. ,0,0,4,0,0,0,,,,,,,40.86128211021423,False,True,,False,False,False
efb6402c3c,Abhishek,4,It introduces a new upper limit of 1MB for period bytes to fix the. memory overflow.,4,0,0,0,0,0,4.0,4.0,,,,Improper calculation of memory allocation size,183.38221907615664,False,True,,False,True,True
3cffb26fbb,Abhishek,4,Code cleaning.,0,0,4,0,0,0,,,,,,,60.385255098342896,False,True,,False,False,True
c8e98eaf2b,Abhishek,4, Enhances the driver by adding a new configuration option.,2,3,4,3,0,0,0.0,0.0,,,,,250.9951369762421,False,True,,False,True,True
ed482dc8c7,Abhishek,4,Fixes a specific build failure issue in the driver due to a missing direct header inclusion.,4,0,0,0,0,0,4.0,0.0,,,,,242.21228122711184,False,True,,False,False,False
c297448760,Abhishek,4,Removes unnecessary dependencies. ,0,0,4,0,0,0,,,,,,,63.48239088058472,False,True,,False,True,True
20ea94bc53,Abhishek,4,Improves functionality of the codec's device tree configuration,0,0,4,4,4,0,,,,,,,90.23940992355348,False,True,,False,True,True
9231bb1b25,Abhishek,4,Improves readability of the code.,0,0,4,0,0,0,,,,,,,89.56526207923889,False,True,,False,True,True
9c818d8491,Abhishek,4,Improves functionality by adding more logging information. ,0,0,4,0,0,0,,,,,,,85.90308094024658,False,True,,False,True,True
886e09c77d,Abhishek,4,Typo error,0,0,4,0,0,0,,,,,,,68.24638175964355,False,True,,False,False,True
aa0a20f521,Abhishek,4, It fixes a specific issue related to the unintended use of a register.,3,4,0,0,0,0,4.0,4.0,4.0,0.0,0.0,"If R9 is clobbered, it could affect the timing and execution flow.",157.57636404037476,False,True,,False,True,True
f4e526ff7e,Abhishek,4,code refactoring,0,3,4,0,0,0,,,,,,,280.66270685195923,False,True,,False,True,True
76ee15ae1b,Abhishek,4,Add new feature for the hardware support.,0,4,3,4,4,0,,,,,,,143.3421449661255,False,True,,False,True,True
1c0bd03532,Abhishek,4,I think it improves the compatibility of device tree but not sure.,0,3,3,3,0,0,,,,,,,226.5387020111084,False,True,,False,True,True
b00e3e03cf,Abhishek,4,It corrects the configuration of LDO4.,0,4,3,0,0,0,,,,,,,151.44560408592224,False,True,,False,True,True
daeb1c2b50,Abhishek,3,"It corrects the misconfiguration in the device tree.
Not able to understand if its a bug or not. ",2,0,2,0,0,0,0.0,2.0,2.0,0.0,0.0,Incorrect interrupt configuration can affect the timing and handling but not sure.,178.38978695869446,False,False,,False,False,False
3255530ab1,Abhishek,4,Code cleaning,0,0,4,0,0,0,,,0.0,0.0,0.0,,355.69434118270874,False,True,,False,True,True
29f557d553,Abhishek,4,It updates a function to test new features.,0,3,4,4,0,0,,,0.0,0.0,0.0,,115.43105602264404,False,True,,False,True,True
dd2319c618,Abhishek,4,Adds warning for  possible NULL pointer dereferences to prevent future bugs.,0,4,0,3,0,0,,,0.0,0.0,0.0,,148.18064713478088,False,True,,False,True,True
be78aa8a38,Abhishek,4,Enhances the function.,0,3,3,3,0,0,,,0.0,0.0,0.0,,241.41065287590027,False,True,,False,True,True
512865d83f,Abhishek,4,It updates the version to a new one.,1,4,3,3,0,0,0.0,0.0,,,,,75.05907893180847,False,True,,False,True,True
fa6fde350b,Abhishek,4,It replaces CHECK with ASSERT for the testing.,0,4,4,0,0,0,,,,,,,153.26976203918457,False,True,,False,True,True
0b94f2651f,Abhishek,4, It fixes a significant error handling issue in the Bluetooth HCI layer,4,0,0,0,0,0,0.0,3.0,0.0,4.0,0.0,It fixes the memory associated with Bluetooth devices in the HCI layer but i am not sure.,179.64753198623657,False,True,,False,True,True
4f3701fc59,Abhishek,4,Adds new functionality to the qca8k.,0,3,4,4,0,0,,,,,,,152.14846062660217,False,True,,False,True,True
f55fbb6afb,Abhishek,4,It fixes the route configuration process in the IPv4 protocol stack.,4,0,0,0,4,0,4.0,0.0,,,,,337.3037407398224,False,True,,False,True,True
d09adf6100,Abhishek,4,I feel it improves code by using new standard helper function.,0,3,4,4,0,0,,,,,,,352.2792139053345,False,True,,False,True,True
c575521462,Abhishek,4,It adds more test cases.,0,4,3,3,0,0,,,,,,,76.0183470249176,False,True,,False,False,False
a4218aef7c,Abhishek,4,Optimizes the memory management in the dpaa2-eth driver,0,3,0,0,0,0,,,,,,,362.5432770252228,False,True,,False,True,True
696c390115,Abhishek,4,It adds new test cases in bpf.,0,4,3,0,0,0,,,0.0,0.0,0.0,,301.5166051387787,False,True,,False,False,False
4ec25b49f4,Abhishek,4,Improves test by changing namespace.,2,4,3,0,0,0,0.0,0.0,,,,,186.281179189682,False,True,,False,True,True
e7b060460f,Abhishek,4,It resolves the issue where ping6 did not support packet timestamping despite the user's ability to request this feature.,4,0,0,3,0,0,0.0,0.0,,,,,1342.6671810150146,False,True,,False,False,True
212ad7cb7d,Abhishek,4, It enhances the handling of peer deletion in the driver.,4,0,0,0,0,0,,4.0,0.0,4.0,0.0,The commit addresses a specific memory management issue related to the cleanup of network peer structures.,567.2559039592743,False,True,,False,True,True
039d5d4db4,Abhishek,4,Introduces new feature,0,0,4,4,0,0,,,,,,,362.2472059726715,False,True,,False,True,True
7e47607133,Abhishek,4,Fixes null pointer dereferences.,4,0,0,0,0,0,4.0,4.0,0.0,4.0,0.0,Involves memory management,14.12267017364502,False,True,,False,True,True
ae962e5f63,Abhishek,4,It handles variable shadowing which prevent future bugs. I am not sure is this bfc or not.,2,4,4,0,0,0,0.0,0.0,,,,,137.50943779945374,False,True,,False,True,True
39cdf080ce,Abhishek,4,Improves  functionality related to DFS.,0,4,4,4,0,0,,,,,,,127.018718957901,False,True,,False,True,True
6a6f457ed5,Abhishek,4,Prevents future bug: NULL pointer  dereference.,0,4,0,0,0,0,,,,,,,71.7638909816742,False,True,,False,True,True
a2ab95a313,Abhishek,4,Improves the functionality of the lan743x driver,0,3,3,4,0,0,,,,,,,77.13782238960266,False,True,,False,True,True
9536923d3f,Abhishek,4,Remove unused pointer: code cleanup,0,0,4,0,0,0,,,,,,,44.016207218170166,False,True,,False,True,True
b98d2d722f,Abhishek,4,Updates the terminology.,0,0,4,0,0,0,,,,,,,184.80154299736023,False,True,,False,True,True
0c51e12e21,Abhishek,3,It fixes issue related to IPv4 networking stack.,4,0,0,0,0,0,4.0,4.0,0.0,0.0,2.0,Can be loss of information via packets but not sure.,1693.2511699199677,False,True,,False,True,True
d931686dc2,Abhishek,4,Enhances the structure of dt-binding.,0,0,4,0,0,0,,,,,,,214.6998550891876,False,True,,False,True,True
6ee3c393ee,Abhishek,4,Demotes error to the warning. It is basically improving system logging.,0,0,4,0,0,0,,,,,,,84.31878900527954,False,True,,False,True,True
ac45520960,Abhishek,4,Improves system logging by changing error to warning.,0,0,4,0,0,0,,,0.0,0.0,0.0,nan,3.66252064704895,False,True,,False,True,
d31d37912e,Abhishek,4,It is not a BFC. It adds a support for ptp interrupts to prevent future bugs. ,0,4,3,3,0,0,,,0.0,0.0,0.0,,175.39726614952087,False,True,,False,True,True
9087c6ff8d,Abhishek,4,Fix is about optimization which will prevent future bugs.,0,4,3,0,0,0,,,0.0,0.0,0.0,,317.98608684539795,False,True,,False,True,True
9b392e0e0b,Abhishek,4,Addresses the issue of dereferencing a potentially null pointer.,4,0,0,0,0,0,0.0,3.0,0.0,2.0,0.0,Deferencing null pointer can be consider under memory bug but i am not sure.,144.041109085083,False,True,,False,True,True
e10ab8b394,Abhishek,4,Improves the functionality of the driver.,0,4,4,3,0,0,,,,,,,165.7044129371643,False,True,,False,True,True
0301bcd599,Abhishek,4,It resolves compilation errors by proper type handling.,4,0,0,0,0,0,4.0,0.0,,,,,136.7718789577484,False,True,,False,True,True
227f25972c,Abhishek,4,Updates 'iwlwifi' driver to be compatible with new firmware requirements,0,4,3,0,0,0,,,,,,,102.04645609855652,False,True,,False,False,False
9af41cc334,Abhishek,4,It addresses a compliance issue where the GTP module failed to respond to echo requests,3,1,0,0,0,0,0.0,4.0,0.0,0.0,4.0, Improves the exchange of protocol-specific control messages,266.8226490020752,False,True,,False,True,True
d775155a86,Abhishek,4,Function rename,0,0,4,0,0,0,,,,,,,61.257641077041626,False,True,,False,True,True
d5f497b889,Abhishek,4,Code refactoring,0,0,4,0,0,0,,,,,,,33.20708894729614,False,True,,False,True,True
ec80906b0f,Abhishek,4,Improper exit codes and faulty condition checks.,4,4,4,0,0,0,4.0,0.0,,,,,150.60509777069092,False,False,,False,False,False
d0864ee4f8,Abhishek,4,code refactoring,0,0,4,0,0,0,,,,,,,276.8400671482086,False,True,,False,True,True
bf172a01ea,Abhishek,4,Code refactoring: improves code quality,0,0,4,0,0,0,,,,,,,67.55838799476624,False,True,,False,True,True
a8e6398ffe,Abhishek,4,Code refactoring,0,0,4,0,0,0,,,,,,,39.7002968788147,False,True,,False,False,True
552b7cb0ee,Abhishek,4,"It is code refactoring, more about optimizing the code",0,4,4,0,0,0,,,,,,,131.317636013031,False,True,,False,True,True
367c9b0f1b,Abhishek,4,Fixes issue related to memory management.,4,0,0,0,0,0,0.0,4.0,0.0,4.0,0.0,The commit directly addresses issues related to memory leaks and proper memory context management.,119.11592292785645,False,True,,False,False,True
2485c12c98,Abhishek,4,It prevents future bugs by correctly restoring SDMA IDs.,0,4,3,0,0,0,0.0,0.0,,,,,195.6604528427124,False,True,,False,True,True
08a987a8a0,Abhishek,4,Iproves the functionality of the CRIU process by adding detailed discovery of SVM ranges.,0,4,3,4,0,0,,,,,,,262.53995299339294,False,True,,False,True,True
2019bf7cd2,Abhishek,4,updates amdgpu driver. BPC,0,4,3,0,0,0,,,,,,,97.15947389602661,False,True,,False,False,True
72b3588e27,Abhishek,4,code cleaning/ refactoring,0,3,4,0,0,0,,,,,,,34.62752103805542,False,True,,False,True,True
79af2404e5,Abhishek,4,Fixes a bug associated with delayed vblank handling in PSR2.,4,0,0,0,0,0,4.0,0.0,,,,,168.74590492248535,False,True,,False,True,True
57ded5fc98,Abhishek,4,Fixes  issue of accessing hardware without holding the necessary RPM wakelock during the PXP unbind process,4,0,0,0,0,0,4.0,0.0,,,,,173.46655893325806,False,True,,False,True,True
c5e804ba38,Abhishek,4,This commit does not fix a bug but improves the method of reporting and logging errors during the device probing process.,0,4,4,0,0,0,,,,,,,79.99729514122009,False,True,,False,True,True
972aa1a161,Abhishek,4,Code improvement/refactoring. It is bpc,0,4,4,0,0,0,,,,,,,122.20973205566406,False,True,,False,True,True
5b45b1c8b8,Abhishek,4,Fixes an issue caused by a previous change that resulted in underflow scenarios.,4,0,0,0,0,0,4.0,0.0,,,,,205.27388286590576,False,True,,False,True,True
203bcac9bf,Abhishek,4,Fixes issue related to insufficient DRAM bandwidth settings.,4,0,0,0,0,0,0.0,0.0,,,,,74.62313771247864,False,True,,False,True,True
f728eb3a50,Abhishek,4,Improves code and removes unused code.,0,3,4,0,0,0,,,,,,,83.29549717903137,False,True,,False,False,False
